"id","category","de","zh-Hans","context","limit","status","note"
"glossary.bersten.text","i18n","Erreicht ein Gletscher 12 Masse, bricht er: Berst-Score aus Masse × Wucht der erreichten Schwelle (Schwellen 4 / 8 / 12), verstärkt um +25 % je angrenzendem Gletscher und Kollision, wenn der Bruch einen Gletscher-Nachbarn trifft. Danach fällt er auf 0 ab und füllt sich zum Durchlauf-Beginn aus seiner Boden-Reserve wieder auf.","","längste Beschreibung im Katalog","","new","DE-Länge 327 Zeichen"
"glossary.freeze.text","i18n","Schnee liegt als Reserve auf dem Brettfeld, getrennt von der Gletschermasse. Frierst du einen Gletscher auf ein aufgeladenes Feld, wird der angesammelte Schnee zu seiner Boden-Reserve; der Gletscher startet leer und zieht daraus jeden Durchlauf wieder auf volle 12 Masse nach (nur die Differenz, nie darüber), bis die Reserve leer ist. Offenen Boden laden Dauerfrost, Schneetreiben und Eiszeit auf, nie unter einen Gletscher.","","längste Beschreibung im Katalog","","new","DE-Länge 425 Zeichen"
"glossary.ionize.text","i18n","Dauerhafte Kartenmarkierung: eine ionisierte Karte gibt bei Sieg +12 Score je Stapel und erhält danach +1 Stapel (max 5). Zusätzlich lädt das ionisierte Feld die Luft auf: jeder Ionisierungsstapel im Deck hebt die Crit-Chance JEDER Siegkarte um +2 % (feldweit, bis +18 %). Wie viele Karten je Ladungsverbrauch ionisieren, wächst mit dem Archetyp: +1 je Blitz-Skill über 2.","","längste Beschreibung im Katalog","","new","DE-Länge 372 Zeichen"
"glossary.struktur.text","i18n","Eine vollständig bebaute Zeile, Spalte oder Diagonale (eine vollendete Struktur) gibt einen Multiplikator; sie stapeln multiplikativ. Manche Gebäude (Speicherstadt, Sternwarte) zahlen zusätzlich je vollendeter Struktur. Zusammen mit den Distrikt-Faktoren ergibt das den Gebäude-Boost, den die Bauphase oben anzeigt.","","längste Beschreibung im Katalog","","new","DE-Länge 315 Zeichen"
"glossary.subtitle","i18n","Begriffe & Sonderregeln, keine einzelnen Perks/Skills","","Laufweite: tracking-* ohne uppercase","","new","DE-Länge 53 Zeichen"
"guide.fire.loop.valve","i18n","Ist die Leiste **voll**, verfällt weiterer Hitzegewinn, es sei denn, du hältst den Skill **Weißglut**: dann staut sich der Überschuss als **Überhitzung** auf und hebt deinen gesamten Feuer-Score, solange du sie fütterst. Und wann immer du willst, schüttest du die gesammelte Hitze aus: als einen großen Schlag oder als steten Tropf.","","längste Beschreibung im Katalog","","new","DE-Länge 332 Zeichen"
"guide.subtitle","i18n","So spielst du jeden Archetyp, durchklicken","","Laufweite: tracking-* ohne uppercase","","new","DE-Länge 42 Zeichen"
"hud.mult","i18n","Mult","","role:text-micro (alle 13)","","new","DE-Länge 4 Zeichen"
"hud.streak.best","i18n","best {n}","","role:text-micro (alle 13)","","new","DE-Länge 8 Zeichen"
"hud.time","i18n","Zeit","","role:text-meta kürzeste","","new","DE-Länge 4 Zeichen"
"milestone.label","i18n","💠 Meilensteine {n}/{total}","","Laufweite: tracking-* ohne uppercase","","new","DE-Länge 27 Zeichen"
"milestone.label.sp","i18n","💠 Meilensteine {n}/{total} · +{sp} SP","","Laufweite: tracking-* ohne uppercase","","new","DE-Länge 38 Zeichen"
"music.title","i18n","Musik","","role:text-meta kürzeste","","new","DE-Länge 5 Zeichen"
"name.preview.you","i18n","du","","role:text-body kürzeste","","new","DE-Länge 2 Zeichen"
"perk.L_ZINS.desc","i18n","Die Bank: Jeder gewonnene Stich legt 12 % seines Scores aufs Kapital. Endet ein Durchlauf mit mindestens 65 % Siegen, zahlt sie Kapital × Zinssatz aus und der Zinssatz steigt um 4 Prozentpunkte (Start 12 %, höchstens 40 %); das Kapital bleibt liegen. Verfehlst du die Quote, crasht das Konto: 25 % des Kapitals sind weg und der Zinssatz fällt um 4 Prozentpunkte zurück.","","längste Beschreibung im Katalog","","new","DE-Länge 369 Zeichen"
"privacy.installId.hint","i18n","Nenne sie, wenn du eine Löschung deiner gesendeten Daten möchtest; ohne sie lassen sich deine Zeilen nicht finden. Sie steht nur auf diesem Gerät und sagt nichts darüber, wer du bist.","","role:text-meta längste","","new","DE-Länge 183 Zeichen"
"privacy.intro","i18n","Autostich läuft im Browser, ohne Konto und ohne Anmeldung. Zwei Dinge verlassen dein Gerät, beide stehen hier vollständig.","","role:text-body-lg längste","","new","DE-Länge 122 Zeichen"
"privacy.sec.board.body","i18n","Wenn du einen Lauf in die Bestenliste stellst: dein selbst gewählter Nickname, Score, Durchläufe, Stiche, Archetypen, Perks, Skills, der Seed, der Ausbaustand deines Upgrade-Baums (wie viele Knoten freigeschaltet waren) und die Kennzahlen des Laufs (beste Serie, Formationen, Crits, Siege, bester Stich, Score-Anteile). Der Nickname ist für alle Spieler sichtbar; wähle also nichts, worüber man dich findet. Ohne Nickname wird nichts veröffentlicht.","","längste Beschreibung im Katalog","","new","DE-Länge 449 Zeichen"
"privacy.sec.telemetry.body","i18n","Nach jedem Lauf: Score, Durchläufe, Stiche, gewählte Perks, Skills und Gebäude, dein Fortschritt im Upgrade-Baum, gekaufte Kosmetik und der Seed. Dazu grober Gerätekontext: Browserkennung (auf {ua} Zeichen gekürzt), Prozessorkerne, Gerätespeicher, Sprache, Fenstergröße, Pixeldichte und ob das Gerät Touch hat. Plus eine zufällig gewürfelte Install-Kennung, damit mehrere Läufe desselben Geräts zusammengehören. Kein Name, keine E-Mail, keine Anmeldung. Abschalten: Optionen → „Anonyme Spieldaten senden“. Aus heißt wirklich aus: auch was noch in der Warteschlange liegt, wird gelöscht.","","längste Beschreibung im Katalog","","new","DE-Länge 586 Zeichen"
"rail.rate","i18n","Quote","","role:text-body kürzeste","","new","DE-Länge 5 Zeichen"
"rail.trend.first","i18n","erster Lauf","","Laufweite: tracking-* ohne uppercase","","new","DE-Länge 11 Zeichen"
"rail.trend.run","i18n","Lauf","","role:text-meta kürzeste","","new","DE-Länge 4 Zeichen"
"runstats.hidden","i18n","Perks und Aufstellung bleiben bei fremden Läufen verdeckt: Die sechs Skills zeigen den Stil eines Laufs, nachbauen ließe er sich erst über die Perks.","","role:text-meta längste","","new","DE-Länge 149 Zeichen"
"runstats.tree.note","i18n","Der Baum wirkt dauerhaft in jedem Lauf außerhalb der Rangliste; zwei Scores lassen sich erst vergleichen, wenn man weiß, wie viel Meta-Fortschritt dahinterstand.","","role:text-meta längste","","new","DE-Länge 161 Zeichen"
"shop.fx.hint","i18n","Effekte sind global: einmal gekauft, für alle Packs. Kategorie oben wählen, Effekt tippen → er läuft in der Bühne; dort kaufen bzw. wählen / an-aus. Doppeltippen in der Liste schaltet direkt um.","","role:text-meta längste","","new","DE-Länge 194 Zeichen"
"shop.hint.challenge","i18n","Ein Herausforderungs-Deck wird nicht gekauft, sondern über eine Herausforderung freigeschaltet. Tippe es an → Vorschau + Freischalt-Bedingung; sobald erfüllt, aktivierst du es direkt.","","role:text-meta längste","","new","DE-Länge 183 Zeichen"
"shop.hint.pack","i18n","Ein Pack bündelt Karte (Front + Back) und Battlefield. Tippe ein Pack an → Detail-Ansicht mit Vorschau; Kaufen aktiviert das Pack direkt.","","role:text-meta längste","","new","DE-Länge 137 Zeichen"
"shop.title","i18n","Deck-Werkstatt","","role:text-title (alle 8)","","new","DE-Länge 14 Zeichen"
"skill.bonus.hint","i18n","Zusatz-Slot aus deinem letzten Perk. Wähle sofort einen weiteren Skill.","","role:text-body längste","","new","DE-Länge 71 Zeichen"
"skill.cancel","i18n","Abbrechen","","role:text-body-lg kürzeste","","new","DE-Länge 9 Zeichen"
"skill.eyebrow","i18n","Skill · Durchlauf {cycle} · {held}/{slots} Slots","","eyebrow: Hierarchie aus uppercase","","new","DE-Länge 48 Zeichen"
"skill.passive.ice","i18n","Jeder Eis-Skill friert eine deiner Karten als Gletscher fest, auch wenn du bei vollen Skill-Slots tauschst. Sie lässt sich dann in keiner Aufstellung mehr verschieben, sammelt dafür jeden Durchlauf Masse und bricht schließlich über ihre Nachbarn. Ab {declineFrom} gehaltenen Eis-Skills friert sogar das Ablehnen eines Angebots einen Gletscher ein, du kannst also mehr Gletscher haben als Skill-Slots.","","längste Beschreibung im Katalog","","new","DE-Länge 400 Zeichen"
"skill.passive.plant","i18n","Jeder Sieg gibt der Karte bis zu +1 Wachstum, volles Tempo ab {ref} Pflanzen-Skills. Ab {green} Wachstum wird sie grün. Hältst du nur Pflanzen-Skills, gibt je {perValue} Wachstum +1 Kartenwert, bis {cap}; dann ist sie voll ausgewachsen. Ab {minSkills} Pflanzen-Skills wächst sie dabei auch bei jeder {everyLoss}. Niederlage.","","längste Beschreibung im Katalog","","new","DE-Länge 324 Zeichen"
"skill.replace.new","i18n","Neu:","","role:text-body kürzeste","","new","DE-Länge 4 Zeichen"
"skill.replace.tap","i18n","Tippe den Skill, der weichen soll.","","eyebrow: Hierarchie aus uppercase","","new","DE-Länge 34 Zeichen"
"skill.slotsFull.hint","i18n","Alle {slots} Slots belegt. Wähle einen neuen Skill; ein Fenster fragt dann, welchen du ersetzt.","","role:text-body längste","","new","DE-Länge 95 Zeichen"
"start.normal","i18n","Lauf beginnen","","role:text-title (alle 8)","","new","DE-Länge 13 Zeichen"
"start.ranked.bonus","i18n","Bonus {have}/{max}","","role:text-micro (alle 13)","","new","DE-Länge 18 Zeichen"
"start.resume","i18n","▶ Lauf fortsetzen","","role:text-title (alle 8)","","new","DE-Länge 17 Zeichen"
"start.seed.error","i18n","Kein gültiger Seed. Prüf den Code und versuch es erneut.","","role:text-body längste","","new","DE-Länge 56 Zeichen"
"start.seed.play","i18n","↻ Spielen","","role:text-body-lg kürzeste","","new","DE-Länge 9 Zeichen"
"start.tutorial.offer","i18n","Tutorial starten","","role:text-title (alle 8)","","new","DE-Länge 16 Zeichen"
"start.tutorial.offer.sub","i18n","Ein geführter Lauf erklärt dir alles Schritt für Schritt","","role:text-body-lg längste","","new","DE-Länge 56 Zeichen"
"stats.coarseOrigin","i18n","Älterer Lauf: grobes Herkunft-Modell (Formation / Crit / Gebäude / Sonstige). Neue Läufe zeigen die feine Fraktions-Aufschlüsselung.","","role:text-meta längste","","new","DE-Länge 132 Zeichen"
"stats.desk.readout","i18n","Alle Zahlen liegen lokal auf diesem Gerät. Eine Zeile anklicken öffnet den vollständigen Lauf.","","role:text-title (alle 8)","","new","DE-Länge 94 Zeichen"
"stats.noPatterns","i18n","Noch keine klaren Muster: deine Wahl variiert (noch) zu stark für belastbare Lift-Aussagen.","","role:text-body längste","","new","DE-Länge 91 Zeichen"
"stats.noSkills","i18n","Noch keine Skills gespielt.","","eyebrow: Hierarchie aus uppercase","","new","DE-Länge 27 Zeichen"
"stats.title","i18n","Statistiken","","role:text-title (alle 8)","","new","DE-Länge 11 Zeichen"
"stats.tooFew","i18n","Zu wenige Läufe für belastbare Aussagen ({have}/{need}). Spiel noch ein paar Runs.","","role:text-body längste","","new","DE-Länge 82 Zeichen"
"tut.archetypen.blitz.0","i18n","Blitz sammelt Ladung und macht daraus Crits. Beides baut er selbst auf.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 71 Zeichen"
"tut.archetypen.blitz.1","i18n","Wie du Blitz spielst, steht im Leitfaden.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 41 Zeichen"
"tut.archetypen.blitz.2","i18n","Blitz beginnt langsam. Er zahlt spät, dafür heftig.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 51 Zeichen"
"tut.archetypen.blitz.title","i18n","Blitz","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 5 Zeichen"
"tut.archetypen.eis.0","i18n","Eis friert Karten auf dem Brett fest und sammelt darauf Masse. Bricht das Eis, zahlt es alles auf einmal.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 105 Zeichen"
"tut.archetypen.eis.1","i18n","Wie du Eis spielst, steht im Leitfaden.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 39 Zeichen"
"tut.archetypen.eis.2","i18n","Nach jedem Eis-Skill wählst du eine Karte für den Gletscher. Das ist Pflicht.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 77 Zeichen"
"tut.archetypen.eis.title","i18n","Eis","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 3 Zeichen"
"tut.archetypen.feuer.0","i18n","Feuer sammelt Hitze. Hitze steigt, wenn du deutlich gewinnst, nicht nur knapp.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 78 Zeichen"
"tut.archetypen.feuer.1","i18n","Wie du Feuer spielst, steht im Leitfaden.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 41 Zeichen"
"tut.archetypen.feuer.2","i18n","Gehaltene Hitze zahlt von allein. Verbrennen musst du sie erst mit dem passenden Skill.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 87 Zeichen"
"tut.archetypen.feuer.title","i18n","Feuer","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 5 Zeichen"
"tut.archetypen.pflanze.0","i18n","Pflanze lässt Karten wachsen. Eine reife Karte ist dauerhaft mehr wert.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 71 Zeichen"
"tut.archetypen.pflanze.1","i18n","Wie du Pflanze spielst, steht im Leitfaden.","","zusammenhängende Tutorial-Lektion (Fließtext)","","new","DE-Länge 43 Zeichen"
"update.reload","i18n","Neu laden","","role:text-body-lg kürzeste","","new","DE-Länge 9 Zeichen"
"upgrades.ranked.free","i18n","frei","","role:text-meta kürzeste","","new","DE-Länge 4 Zeichen"
"upgrades.title","i18n","Upgrades","","role:text-title (alle 8)","","new","DE-Länge 8 Zeichen"
